vehicle_id,vehicle_type,battery_capacity_kwh,vehicle_model,vehicle_age,motor_power_kw,vehicle_weight_kg,state_of_charge,battery_temperature,battery_voltage,battery_current,battery_cycles,battery_health,charging_type,charging_time,average_speed,maximum_speed,acceleration,driving_style,distance_travelled,regenerative_braking,outside_temperature,humidity,road_condition,traffic_level,terrain,wind_speed,ac_usage,passenger_load,headlight_usage,infotainment_usage,energy_consumption_kwh_per_100km,estimated_range_km
EV100102,Car,66.14,MG ZS EV,4.87,167.74,1427.6,95.23,38.12,351.21,69.76,1268,95.05,AC,7.46,49.53,113.26,3.68,Normal,49.81,89.84,32.0,94.27,Average,Medium,Hilly,3.39,Medium,4,Off,On,27.89,214.67
EV100103,Bus,273.48,Tata Starbus EV,8.76,265.97,14329.8,33.11,33.33,653.72,291.38,1904,88.46,DC Fast,4.26,28.08,55.13,1.54,Normal,74.76,90.99,34.45,54.24,Poor,Medium,Flat,18.89,Low,38,Off,On,115.64,69.26
EV100104,Scooty,6.49,Hero Vida V1,4.85,9.32,97.1,87.71,17.6,66.67,54.74,1085,88.66,Fast Charging,1.02,48.04,82.43,1.83,Eco,22.47,69.92,40.35,42.54,Good,Very High,Flat,11.3,Off,1,Off,On,8.0,63.06
EV100105,Scooty,4.84,Ather 450X,1.68,10.18,126.6,81.56,25.24,56.55,41.89,405,96.65,AC,0.48,50.75,117.96,2.66,Normal,54.51,61.41,28.15,74.18,Poor,Low,Hilly,14.81,Medium,1,On,On,8.0,47.69
EV100106,Car,33.89,Tata Nexon EV,6.97,95.98,1188.9,75.01,26.36,335.88,96.16,1113,92.84,DC Fast,0.44,47.99,93.49,2.89,Normal,215.14,59.98,40.72,79.96,Average,Medium,Flat,7.41,Medium,2,On,Off,23.01,102.58
EV100107,Car,33.16,Mahindra XUV400,2.75,59.51,1915.5,46.76,32.25,353.7,91.32,1354,94.59,AC,4.11,25.34,99.01,3.09,Aggressive,258.68,49.18,26.41,87.18,Good,High,Flat,12.66,Off,4,On,On,28.4,51.64
EV100108,Car,70.4,Tata Nexon EV,5.74,85.18,2013.7,69.31,21.38,307.38,37.78,1361,90.73,AC,9.32,53.79,79.26,2.51,Normal,32.38,46.92,24.67,27.94,Good,High,Mixed,4.36,High,1,Off,On,28.07,157.73
EV100109,Bus,141.35,JBM ECOLIFE,8.54,199.38,16503.7,39.21,25.28,564.16,365.21,1705,84.31,DC Fast,2.07,38.17,84.9,1.33,Eco,160.89,67.57,34.1,70.16,Good,Medium,Mixed,19.75,Off,22,On,On,128.37,36.4
EV100110,Car,59.53,Tata Tiago EV,3.12,158.41,1211.1,84.11,10.31,309.89,135.05,609,94.23,AC,6.26,66.34,122.88,2.15,Eco,432.13,60.7,40.54,80.54,Good,Low,Hilly,4.73,Low,4,Off,On,25.45,185.39
EV100111,Car,57.09,Mahindra XUV400,11.73,55.36,1385.3,70.92,33.73,358.35,117.92,1480,80.29,AC,6.7,58.3,113.67,1.31,Eco,330.79,80.7,28.1,76.51,Average,Very High,Flat,5.12,Medium,4,On,On,24.56,132.36
EV100112,Car,50.46,Mahindra XUV400,8.33,128.71,1863.2,13.74,21.68,328.8,48.2,1079,90.01,AC,5.18,67.95,122.73,2.96,Normal,444.64,80.29,24.63,65.04,Good,Very High,Flat,11.01,Off,3,Off,On,26.57,23.48
EV100113,Car,51.66,Tata Tiago EV,1.5,99.35,1090.8,97.27,37.96,371.13,108.33,1222,94.27,DC Fast,0.75,69.39,135.69,1.85,Eco,371.33,67.91,25.03,81.49,Good,Medium,Mixed,15.78,Low,5,Off,Off,19.91,237.88
EV100114,Car,77.68,Mahindra XUV400,8.26,131.83,1090.1,93.57,39.97,355.42,85.17,1648,84.34,DC Fast,1.03,59.57,116.8,2.27,Normal,174.37,53.42,39.97,62.4,Average,High,Flat,4.98,High,5,Off,On,25.55,239.89
EV100115,Bus,243.47,Olectra C9,6.06,179.82,15622.4,50.01,34.98,566.63,166.92,895,91.77,Depot Fast,1.06,45.28,99.15,1.41,Aggressive,339.91,86.05,16.33,49.99,Good,Very High,Hilly,1.08,Medium,52,On,On,144.51,77.32
EV100116,Scooty,4.0,TVS iQube,3.36,8.79,126.4,86.43,26.0,66.32,31.56,840,93.82,AC,0.49,20.0,79.88,1.87,Normal,91.39,44.55,17.19,41.43,Good,High,Flat,4.18,Low,1,Off,On,7.94,40.84
EV100117,Scooty,4.23,Bajaj Chetak,5.63,10.42,151.9,19.93,25.94,66.18,24.85,672,90.57,AC,0.47,53.26,102.27,1.69,Eco,126.61,32.22,29.53,61.44,Good,Medium,Mixed,12.67,Medium,1,Off,On,8.0,9.55
EV100118,Car,77.45,MG ZS EV,4.96,82.64,1138.7,43.42,20.0,399.78,116.05,1433,89.67,AC,7.67,33.12,97.51,3.7,Eco,251.42,63.4,23.72,67.73,Excellent,High,Flat,13.31,Low,2,On,Off,19.53,154.36
EV100119,Scooty,8.15,Bajaj Chetak,0.82,4.38,94.0,44.6,17.25,62.62,18.66,889,95.96,AC,0.95,47.48,84.99,1.11,Eco,126.96,50.28,32.43,62.73,Average,Very High,Flat,18.46,Medium,1,On,On,8.0,43.59
EV100120,Car,38.5,Tata Nexon EV,11.14,45.43,1427.0,28.85,28.64,306.93,96.05,1691,77.57,DC Fast,0.54,35.52,95.65,2.21,Eco,339.69,62.42,31.8,33.92,Good,Medium,Flat,12.31,Low,1,On,On,18.4,46.83
EV100121,Scooty,6.64,TVS iQube,3.03,7.11,126.6,59.37,36.93,76.24,30.29,1232,91.95,AC,0.76,22.44,96.34,1.96,Normal,340.78,13.71,33.86,52.09,Average,High,Flat,4.94,Low,1,Off,On,8.0,45.33
EV100122,Car,81.79,Tata Nexon EV,4.38,146.94,1396.5,10.31,35.32,401.12,44.95,740,92.37,AC,8.16,56.08,109.5,1.77,Aggressive,187.26,65.29,22.48,41.18,Average,High,Flat,16.26,Low,3,Off,On,28.59,27.24
EV100123,Car,59.0,BYD Atto 3,1.3,61.83,1961.3,36.35,29.85,370.96,89.83,438,97.94,AC,7.1,28.15,73.68,1.8,Aggressive,36.35,56.46,44.81,51.19,Good,Medium,Mixed,12.85,Medium,2,Off,On,26.3,79.85
EV100124,Car,68.55,Tata Nexon EV,6.1,68.35,1546.0,75.23,46.28,371.14,48.94,1139,89.56,DC Fast,0.98,56.43,100.16,3.0,Normal,219.81,66.4,12.56,62.64,Good,Low,Mixed,17.62,High,1,Off,On,25.1,184.02
EV100125,Car,55.87,BYD Atto 3,8.18,53.61,2219.8,46.41,27.01,335.81,91.26,1472,82.87,AC,5.2,40.31,72.37,2.73,Normal,196.99,69.02,27.76,26.02,Good,Low,Hilly,8.53,High,3,Off,On,26.32,81.64
EV100126,Car,30.01,MG ZS EV,11.84,166.32,1530.7,76.35,31.22,279.04,130.1,1113,88.2,AC,3.37,41.87,121.33,3.49,Normal,283.46,69.07,21.1,61.91,Good,High,Mixed,0.0,Medium,2,On,On,24.92,81.1
EV100127,Car,40.99,Tata Tiago EV,10.4,159.02,1172.0,59.0,33.55,413.55,38.74,1595,85.45,DC Fast,0.47,60.28,123.62,3.01,Normal,423.32,45.67,30.11,45.39,Average,Medium,Mixed,9.94,Medium,3,Off,On,26.27,78.65
EV100128,Car,64.92,Mahindra XUV400,9.52,110.35,1395.1,29.57,25.64,394.72,80.41,1108,85.16,AC,6.78,77.22,131.78,2.59,Eco,51.2,60.42,34.21,57.57,Average,Medium,Mixed,14.47,Medium,4,On,On,25.72,63.56
EV100129,Car,33.79,Tata Nexon EV,11.11,143.39,1926.1,78.23,34.34,418.29,60.33,1914,80.44,DC Fast,0.45,52.83,102.34,2.59,Normal,91.49,51.64,21.62,64.95,Good,Medium,Hilly,3.93,Medium,3,Off,On,27.07,78.55
EV100130,Car,28.8,Tata Tiago EV,5.4,82.88,1378.1,67.21,33.11,359.78,60.78,840,91.22,DC Fast,0.38,45.61,71.02,3.65,Eco,31.09,91.22,27.75,54.11,Average,Very High,Mixed,2.42,Medium,5,Off,On,25.64,68.85
EV100131,Bus,246.14,Ashok Leyland Switch,0.58,179.72,13459.9,24.72,25.29,766.88,186.24,374,99.41,DC Fast,3.02,37.39,83.73,1.26,Normal,51.64,78.76,22.55,70.23,Average,High,Flat,8.91,Off,24,Off,On,124.22,48.7
EV100132,Car,74.22,Tata Nexon EV,6.17,95.53,1641.5,17.3,31.18,368.96,76.49,664,88.2,DC Fast,1.16,50.34,90.91,1.93,Eco,296.6,63.46,27.23,50.89,Average,Medium,Flat,5.55,Off,1,On,Off,19.79,57.24
EV100133,Car,59.26,BYD Atto 3,0.76,41.94,1680.1,94.47,17.91,384.63,124.84,597,96.25,DC Fast,0.76,50.19,100.24,2.61,Aggressive,128.51,100.0,37.75,66.44,Good,High,Mixed,13.78,Off,4,Off,On,27.05,199.23
EV100134,Car,56.12,MG ZS EV,7.68,84.58,1442.4,34.12,21.97,363.51,71.77,1802,84.83,DC Fast,0.66,47.38,100.46,2.7,Normal,65.96,41.47,38.17,60.05,Excellent,Medium,Flat,1.68,Off,3,Off,Off,18.11,89.67
EV100135,Car,29.09,Tata Nexon EV,1.81,142.66,1700.1,76.62,33.01,361.09,116.04,937,95.27,AC,3.75,56.76,103.31,3.7,Aggressive,61.38,86.29,36.07,31.11,Average,High,Flat,14.51,Off,5,On,On,27.85,76.25
EV100136,Bus,137.44,Tata Starbus EV,11.23,341.27,16185.9,47.71,29.0,655.88,216.41,2081,79.73,DC Fast,1.98,27.05,57.21,0.4,Normal,242.17,71.78,32.34,64.25,Excellent,Medium,Flat,6.66,Low,20,Off,On,130.64,40.02
EV100137,Car,79.53,Tata Tiago EV,5.48,41.28,1804.6,21.36,28.44,351.94,43.01,781,95.51,AC,10.21,51.79,80.68,1.74,Normal,624.8,42.47,31.97,24.46,Poor,Low,Flat,8.52,Low,1,Off,On,21.83,74.3
EV100138,Scooty,8.18,Ather 450X,3.8,9.39,97.1,55.7,36.4,54.03,40.4,1114,90.85,AC,0.96,42.75,80.85,1.93,Eco,100.41,42.11,20.83,61.16,Good,High,Hilly,9.4,Off,1,On,On,8.0,51.72
EV100139,Car,55.01,MG ZS EV,5.59,99.81,2024.9,38.36,32.93,383.73,5.0,1246,91.17,DC Fast,0.78,47.04,108.34,2.1,Normal,301.41,57.39,17.99,89.6,Average,Medium,Flat,6.9,Medium,5,On,On,20.17,95.38
EV100140,Car,24.49,Mahindra XUV400,8.5,161.42,2124.5,88.83,38.87,339.02,22.92,1522,83.21,AC,2.95,46.21,96.79,1.2,Normal,220.23,48.72,30.58,38.41,Average,High,Mixed,8.18,Low,2,Off,Off,26.65,67.93
EV100141,Car,41.81,BYD Atto 3,9.72,54.47,1404.8,71.02,19.5,408.3,98.59,1577,86.16,DC Fast,0.61,68.41,98.69,0.67,Eco,157.47,65.71,26.23,98.0,Good,Low,Mixed,16.44,Medium,2,On,On,17.96,142.43
EV100142,Bus,245.33,Tata Starbus EV,3.6,264.52,8993.2,42.61,16.67,692.15,245.08,1359,92.16,AC,12.0,36.86,75.47,1.11,Eco,119.19,75.77,24.27,63.69,Average,Medium,Flat,11.34,Off,49,Off,On,123.8,77.82
EV100143,Car,67.72,Tata Nexon EV,6.92,63.97,1925.7,83.37,25.57,331.68,32.62,962,86.65,AC,8.58,56.19,105.98,2.26,Normal,40.15,37.26,28.66,56.46,Average,Medium,Hilly,14.36,Off,4,Off,Off,30.92,158.19
EV100144,Car,47.21,MG ZS EV,1.28,90.89,1778.2,14.35,24.75,429.8,120.56,1016,94.56,DC Fast,0.57,51.56,119.75,2.98,Normal,194.67,57.59,30.4,90.8,Good,Medium,Flat,19.01,Medium,1,On,On,23.74,26.97
EV100145,Car,60.79,Hyundai Ioniq 5,7.58,149.12,1607.6,23.83,20.75,407.88,65.35,944,88.9,AC,7.76,47.7,99.11,1.86,Normal,92.98,48.44,23.2,40.97,Good,Medium,Hilly,4.85,Off,1,Off,On,26.93,47.81
EV100146,Car,38.04,Tata Nexon EV,10.69,133.04,1783.7,20.0,38.88,313.91,40.47,1783,79.0,AC,4.57,51.8,92.27,2.47,Eco,77.11,63.46,18.23,81.8,Excellent,High,Flat,5.54,Off,5,Off,On,22.24,27.01
EV100147,Car,69.31,Mahindra XUV400,9.32,153.13,1916.5,40.74,18.44,414.74,85.88,1523,88.02,DC Fast,0.83,48.87,115.46,2.67,Eco,440.83,66.91,28.34,80.43,Good,Very High,Flat,14.54,High,3,Off,On,26.57,93.57
EV100148,Car,28.39,Tata Nexon EV,1.06,85.57,1207.8,45.26,35.47,357.25,87.43,726,96.81,DC Fast,0.35,70.65,119.05,1.68,Normal,72.01,44.21,29.21,75.57,Average,Medium,Flat,9.32,Low,1,On,On,20.97,59.33
EV100149,Car,67.0,Tata Tiago EV,7.15,147.31,1898.7,83.18,37.59,370.37,88.14,1258,86.54,DC Fast,0.75,35.88,64.46,2.98,Aggressive,160.7,64.94,19.36,54.26,Average,Medium,Flat,17.36,Low,1,Off,On,24.31,198.35
EV100150,Scooty,3.11,Hero Vida V1,3.3,10.42,145.2,29.42,26.24,55.02,55.66,942,95.43,AC,0.29,37.39,80.34,3.56,Eco,134.27,52.07,19.73,68.03,Good,Medium,Hilly,10.05,Medium,1,Off,On,8.0,10.9
EV100151,Bus,321.08,JBM ECOLIFE,8.42,212.72,15033.8,53.63,19.51,727.96,280.34,1449,84.08,Depot Fast,1.47,33.05,58.21,1.3,Normal,150.58,79.62,34.5,90.51,Excellent,Low,Flat,7.7,Medium,38,On,On,136.71,105.9
EV100152,Car,42.57,Tata Nexon EV,3.75,123.21,1784.8,33.51,36.81,413.39,82.95,1253,90.78,DC Fast,0.67,46.43,78.67,2.08,Eco,62.16,79.01,25.3,56.09,Excellent,Medium,Flat,11.72,Off,1,Off,On,15.13,85.58
EV100153,Car,40.74,Tata Nexon EV,0.75,141.32,1430.7,38.42,27.34,310.59,99.37,680,96.35,AC,4.84,68.02,131.53,1.92,Normal,277.37,64.73,22.44,52.45,Poor,Low,Hilly,13.47,Low,3,Off,Off,25.75,58.56
EV100154,Car,42.09,Tata Tiago EV,4.64,45.93,1419.7,89.2,37.51,360.78,106.13,1384,90.89,AC,5.15,37.25,65.6,3.1,Normal,77.95,45.88,18.43,53.2,Excellent,High,Hilly,10.42,Off,1,On,Off,27.46,124.28
EV100155,Scooty,7.25,Ather 450X,7.3,6.16,159.5,17.56,34.67,50.78,50.41,1631,87.97,Fast Charging,1.15,24.45,63.65,0.89,Normal,69.17,23.41,38.9,58.93,Good,High,Flat,20.1,Off,1,Off,On,8.0,14.0
EV100156,Car,47.71,Tata Tiago EV,7.13,73.05,1288.9,56.89,37.07,360.5,12.3,1493,88.45,AC,6.27,26.11,60.38,1.67,Aggressive,114.78,71.23,28.78,60.9,Good,Medium,Flat,9.62,High,1,Off,On,23.55,101.93
EV100157,Scooty,3.66,Ather 450X,4.45,6.69,117.0,61.24,13.66,51.67,43.94,1209,91.78,AC,0.35,44.36,97.61,2.22,Normal,338.96,46.15,35.57,84.32,Poor,Very High,Flat,16.21,Off,1,Off,On,8.0,25.72
EV100158,Scooty,7.6,TVS iQube,6.41,10.41,112.9,88.11,31.65,61.87,51.12,1293,89.71,AC,0.82,25.66,81.09,1.99,Normal,69.91,53.15,29.0,45.03,Excellent,Medium,Mixed,3.53,Medium,1,Off,On,8.0,75.06
EV100159,Scooty,5.62,Hero Vida V1,3.87,3.73,154.3,34.04,44.21,55.0,36.53,1032,91.84,AC,0.6,44.97,121.23,1.27,Normal,98.37,38.58,29.58,47.34,Average,High,Flat,12.96,Off,1,On,On,8.0,21.95
EV100160,Car,70.37,Tata Tiago EV,7.46,57.77,1205.0,71.22,23.62,386.88,110.88,1907,87.36,AC,8.15,29.49,79.18,2.63,Normal,188.46,73.02,42.82,98.0,Average,High,Flat,8.84,High,2,Off,On,23.45,186.7
EV100161,Bus,331.02,Tata Starbus EV,2.18,187.95,10556.3,77.09,25.35,653.48,205.44,755,97.96,DC Fast,4.71,29.5,80.81,0.63,Eco,193.96,58.65,20.77,75.97,Excellent,Very High,Flat,19.39,Medium,26,Off,On,108.58,230.24
EV100162,Car,29.6,BYD Atto 3,10.4,131.94,2244.5,54.22,27.43,398.3,38.87,1610,84.97,DC Fast,0.4,66.37,120.01,0.46,Normal,113.41,61.49,26.48,98.0,Average,Very High,Flat,15.64,Off,4,On,On,29.44,46.33
EV100163,Car,45.98,BYD Atto 3,9.76,54.11,1320.8,27.62,34.9,337.2,53.49,1747,81.15,DC Fast,0.58,48.04,85.48,2.73,Aggressive,106.37,86.12,22.66,70.82,Poor,Low,Hilly,4.78,Medium,4,Off,On,31.46,32.75
EV100164,Car,24.49,Tata Tiago EV,9.39,163.89,1926.1,82.55,28.07,396.43,25.81,1451,87.69,AC,3.11,39.37,99.54,1.26,Normal,145.4,56.5,26.85,59.66,Good,Medium,Mixed,2.55,High,3,On,On,26.93,65.83
EV100165,Car,73.52,Tata Nexon EV,10.99,162.18,1184.8,89.16,29.1,341.14,75.86,1190,84.06,AC,8.78,40.3,92.59,1.45,Aggressive,131.88,73.26,32.48,80.92,Average,High,Flat,12.28,High,1,Off,On,27.9,197.51
EV100166,Scooty,5.2,Bajaj Chetak,4.93,7.61,91.8,39.64,23.19,53.47,34.23,1358,91.91,AC,0.66,48.54,82.62,4.15,Normal,99.15,63.07,25.13,66.35,Good,Medium,Flat,9.26,Low,1,On,Off,7.32,25.9
EV100167,Scooty,5.89,TVS iQube,7.3,6.01,90.1,93.16,45.23,61.26,65.78,1437,87.31,AC,0.64,51.64,125.0,1.5,Normal,14.76,64.93,33.75,73.09,Good,Medium,Hilly,0.0,Medium,1,On,Off,8.0,59.9
EV100168,Car,29.56,Mahindra XUV400,8.44,137.13,1138.8,40.56,33.68,380.4,44.91,1512,84.97,DC Fast,0.38,71.53,129.84,3.13,Normal,35.81,61.12,19.09,68.56,Good,Medium,Flat,5.6,Medium,1,Off,On,19.95,51.08
EV100169,Bus,146.87,Ashok Leyland Switch,1.77,240.2,14011.4,63.9,29.95,587.7,340.62,640,95.43,Depot Fast,0.91,30.03,77.03,1.04,Aggressive,86.36,67.0,25.09,43.27,Good,High,Flat,9.52,High,54,On,Off,142.96,62.65
EV100170,Car,28.8,Tata Nexon EV,1.26,164.63,1248.6,39.47,26.68,379.43,55.29,981,98.91,AC,3.84,38.76,110.2,1.41,Normal,249.7,78.33,31.32,56.17,Good,Very High,Flat,10.07,Medium,3,Off,On,20.16,55.76
EV100171,Car,24.65,BYD Atto 3,6.93,106.29,2147.0,27.9,33.83,364.73,38.09,1741,84.2,AC,2.46,59.13,92.92,1.53,Normal,116.46,82.49,37.36,64.87,Average,Low,Flat,9.9,High,4,Off,On,22.21,26.07
EV100172,Car,34.2,Hyundai Ioniq 5,7.8,100.72,1061.2,49.27,15.46,355.14,113.79,1545,86.18,AC,4.37,73.81,111.41,2.09,Normal,248.48,57.86,37.61,38.09,Average,Medium,Flat,15.19,Off,5,On,On,21.6,67.24
EV100173,Bus,333.9,Olectra C9,10.73,233.79,17957.0,49.35,30.0,611.13,155.04,1232,88.72,Depot Fast,2.03,37.09,66.03,1.97,Eco,173.11,63.09,27.66,41.63,Average,Low,Hilly,17.42,Medium,20,Off,On,133.08,109.84
EV100174,Car,55.46,Mahindra XUV400,11.49,54.2,1055.0,38.35,28.17,336.31,54.53,1342,84.26,DC Fast,0.86,32.0,94.78,3.19,Eco,177.2,70.5,23.0,52.3,Good,Medium,Mixed,8.91,High,1,Off,Off,22.67,79.07
EV100175,Car,36.96,Tata Tiago EV,2.67,141.35,1790.0,45.2,34.73,412.39,77.63,1762,88.58,AC,4.44,28.55,67.16,1.46,Normal,192.4,38.94,17.62,70.2,Good,Medium,Flat,7.24,Medium,2,Off,On,19.17,77.18
EV100176,Car,51.29,BYD Atto 3,5.81,104.12,1474.1,55.75,18.43,298.82,61.3,1143,91.32,DC Fast,0.68,50.64,94.43,2.7,Normal,318.89,79.1,30.43,90.88,Poor,Medium,Flat,6.52,Off,2,Off,On,19.9,131.18
EV100177,Bus,321.63,JBM ECOLIFE,1.54,274.12,11562.3,41.52,39.85,702.95,120.9,1123,94.54,DC Fast,3.8,29.43,68.04,1.62,Normal,147.72,78.83,30.36,65.82,Average,High,Flat,15.05,High,19,Off,On,125.9,100.27
EV100178,Bus,243.86,Olectra C9,10.21,277.07,9066.0,33.53,27.97,673.74,217.15,1745,86.23,AC,12.0,29.75,79.83,0.8,Normal,233.0,86.12,29.7,55.73,Good,Medium,Flat,15.32,Off,43,Off,On,134.96,52.24
EV100179,Scooty,6.48,Hero Vida V1,0.19,6.12,155.7,49.53,24.69,55.66,40.02,894,96.37,AC,0.78,18.42,84.03,1.64,Normal,396.67,39.52,23.91,73.85,Good,High,Flat,9.37,Off,1,Off,On,8.0,38.66
EV100180,Bus,153.65,JBM ECOLIFE,12.7,260.81,9838.7,52.68,29.59,562.43,123.5,1787,81.63,DC Fast,1.75,38.69,111.96,0.55,Eco,269.75,66.85,30.83,62.8,Average,High,Flat,18.62,Off,19,Off,On,114.87,57.52
EV100181,Bus,252.69,JBM ECOLIFE,11.23,333.08,12688.5,85.36,34.87,623.38,128.15,1453,86.42,Depot Fast,1.4,34.53,113.54,0.96,Normal,230.24,27.53,36.33,37.4,Good,High,Flat,13.09,Off,24,Off,On,115.6,161.26
EV100182,Car,57.98,BYD Atto 3,8.02,94.68,1423.5,24.91,27.31,287.77,73.27,1855,88.19,DC Fast,0.92,37.05,82.58,2.76,Normal,381.01,57.95,19.09,80.46,Excellent,High,Flat,13.95,High,3,Off,On,23.86,53.38
EV100183,Car,31.36,Tata Nexon EV,0.37,143.04,1220.7,36.15,30.98,366.99,88.82,1026,97.33,AC,3.42,75.94,118.47,3.4,Normal,99.05,53.87,20.46,79.04,Good,Medium,Mixed,11.47,Off,2,On,Off,21.72,50.81
EV100184,Scooty,5.32,Ola S1 Pro,5.95,7.55,139.9,12.59,25.79,70.21,12.94,880,87.7,Fast Charging,0.74,44.82,111.48,1.83,Eco,37.17,48.86,28.86,48.5,Average,Very High,Hilly,11.73,Medium,1,On,On,8.0,7.34
EV100185,Scooty,4.33,TVS iQube,6.97,3.71,143.4,16.98,9.42,56.46,59.96,1359,90.33,AC,0.51,34.33,67.5,1.96,Eco,304.72,79.68,26.5,62.61,Good,Medium,Flat,14.53,High,1,On,On,7.98,8.32
EV100186,Car,25.52,Hyundai Ioniq 5,5.2,69.21,1505.6,76.93,25.15,353.21,112.32,1676,86.95,DC Fast,0.4,40.83,89.47,3.5,Normal,785.84,83.66,16.48,31.17,Good,Low,Flat,9.07,Medium,4,Off,On,17.38,98.23
EV100187,Car,35.92,Tata Nexon EV,7.58,131.18,1543.7,10.96,18.56,363.07,100.45,1262,89.98,AC,3.73,59.46,135.72,2.08,Normal,225.08,66.76,28.01,87.11,Average,High,Mixed,14.79,Off,1,On,Off,27.52,12.87
EV100188,Scooty,5.03,TVS iQube,1.54,9.62,98.7,48.41,23.72,51.56,35.37,656,93.73,AC,0.48,40.86,102.39,0.4,Normal,73.71,55.48,22.77,34.15,Good,High,Flat,5.31,Low,1,Off,On,8.0,28.53
EV100189,Car,76.23,MG ZS EV,11.13,71.73,1176.0,60.61,26.61,386.62,86.91,1897,82.85,AC,8.26,48.39,75.21,1.6,Eco,314.11,58.96,34.0,41.52,Excellent,Very High,Mixed,18.89,Medium,2,On,On,28.51,134.26
EV100190,Bus,267.11,Olectra C9,7.35,165.88,16073.7,87.51,34.23,609.04,284.06,1075,88.15,AC,12.0,39.02,110.62,1.07,Normal,166.0,80.01,23.83,59.94,Average,Low,Hilly,15.2,Low,51,Off,On,151.17,136.3
EV100191,Car,36.48,Tata Tiago EV,2.08,45.92,1726.5,64.94,32.87,332.02,53.64,948,96.23,DC Fast,0.46,11.79,65.8,2.65,Normal,436.81,74.88,29.9,68.37,Excellent,High,Flat,19.9,Off,2,Off,On,19.12,119.21
EV100192,Car,62.29,Mahindra XUV400,2.8,40.92,1607.3,56.56,24.1,379.11,43.98,1001,94.94,AC,8.34,74.32,106.96,2.93,Eco,175.77,98.86,37.93,93.83,Good,High,Hilly,22.58,Low,3,On,On,27.71,120.72
EV100193,Scooty,4.63,Bajaj Chetak,7.64,5.28,122.8,58.64,39.77,72.79,38.91,1490,87.97,AC,0.62,32.04,111.19,2.32,Normal,77.69,77.89,45.45,84.55,Good,Very High,Flat,13.36,Off,1,Off,On,8.0,29.87
EV100194,Car,80.92,MG ZS EV,1.97,52.31,1087.8,79.22,20.21,356.13,91.77,950,92.42,DC Fast,1.13,45.82,119.5,3.38,Normal,279.3,85.72,27.59,44.49,Good,High,Flat,13.74,Off,3,On,On,22.35,265.1
EV100195,Car,45.06,BYD Atto 3,5.12,136.16,1735.2,66.56,40.15,420.63,74.39,1116,89.72,DC Fast,0.69,43.61,105.2,2.33,Aggressive,394.63,66.86,32.1,74.17,Good,Very High,Flat,11.62,Low,2,Off,On,29.93,89.91
EV100196,Car,78.85,Tata Tiago EV,4.09,169.21,1934.6,20.08,27.71,351.61,20.48,898,95.08,DC Fast,1.0,59.25,117.16,2.88,Eco,268.03,53.22,30.67,56.67,Good,High,Mixed,0.0,Medium,4,Off,On,21.93,68.63
EV100197,Bus,247.84,Olectra C9,2.24,195.06,16858.4,98.97,17.58,640.13,156.72,528,96.33,DC Fast,3.69,34.08,87.96,1.86,Normal,259.81,66.38,21.76,70.07,Good,Medium,Flat,7.67,Medium,39,Off,On,134.23,176.03
EV100198,Car,59.56,Hyundai Ioniq 5,5.69,100.88,2023.2,18.15,45.97,305.88,61.33,1426,88.38,DC Fast,0.79,57.78,96.94,3.2,Normal,32.89,68.51,24.32,98.0,Poor,High,Mixed,7.9,High,2,On,Off,28.37,33.69
EV100199,Car,31.33,Hyundai Ioniq 5,6.43,105.16,1544.4,99.28,24.09,392.99,93.56,1309,87.81,AC,3.15,25.85,82.26,2.02,Eco,155.79,68.14,29.61,95.66,Good,High,Flat,6.45,Off,5,On,On,17.61,155.06
EV100200,Scooty,2.74,Ather 450X,1.0,8.38,95.4,57.79,20.4,57.42,58.26,914,97.04,Fast Charging,0.4,32.51,86.69,1.77,Normal,127.7,86.18,32.16,76.05,Excellent,Very High,Hilly,6.78,Off,1,On,On,8.0,19.21
EV100201,Bus,267.75,JBM ECOLIFE,6.58,218.5,12244.5,54.49,27.01,775.59,191.95,1327,91.0,Depot Fast,1.39,29.4,89.57,1.19,Normal,491.98,74.76,27.28,52.91,Good,High,Mixed,5.2,Medium,9,On,Off,122.29,108.57
EV100202,Car,63.71,Tata Nexon EV,1.96,78.92,1150.1,64.87,22.98,380.83,95.71,510,97.62,AC,7.19,69.1,118.92,1.91,Normal,21.38,50.01,25.72,66.7,Average,Medium,Mixed,0.0,High,3,Off,On,22.16,182.11
EV100203,Car,47.86,Hyundai Ioniq 5,1.2,66.53,1414.5,58.72,36.79,367.99,66.19,828,97.04,AC,6.22,48.54,78.04,0.44,Eco,133.96,52.98,37.22,48.72,Good,Low,Hilly,0.0,Low,5,Off,On,22.31,122.25
EV100204,Car,67.12,Hyundai Ioniq 5,5.82,67.85,1072.0,26.9,32.6,341.72,5.0,1018,92.99,AC,7.77,46.85,108.58,1.9,Normal,227.79,47.03,23.04,75.55,Excellent,Medium,Flat,22.07,High,2,Off,Off,21.54,77.95
EV100205,Car,66.8,Tata Nexon EV,7.2,52.47,1372.0,38.5,27.69,349.32,32.69,1922,82.86,DC Fast,0.93,44.25,112.19,1.28,Normal,339.04,70.06,15.47,73.66,Good,Medium,Flat,12.42,Low,4,On,Off,20.32,104.85
